"Settlement Date","TI","Total Demand"
"04/18/2016","13","12,853.580"
"04/18/2016","14","12,838.780"
"04/18/2016","15","12,762.260"
"04/18/2016","16","12,742.580"
"04/18/2016","17","12,971.080"
"04/18/2016","18","13,319.530"
"04/18/2016","19","13,497.500"
"04/18/2016","20","13,803.250"
"04/18/2016","21","13,884.280"
"04/18/2016","22","12,961.460"
"04/18/2016","23","11,804.310"
"04/18/2016","24","11,142.140"
"04/19/2016","01","10,711.110"
"04/19/2016","02","10,792.190"
"04/19/2016","03","10,614.150"
"04/19/2016","04","10,590.510"
"04/19/2016","05","10,690.030"
"04/19/2016","06","11,273.010"
"04/19/2016","07","12,030.720"
"04/19/2016","08","13,004.910"
"04/19/2016","09","13,382.050"
"04/19/2016","10","13,445.540"
"04/19/2016","11","13,543.600"
"04/19/2016","12","13,483.460"
"04/19/2016","13","13,332.130"
"04/19/2016","14","13,187.800"
"04/19/2016","15","12,947.430"
"04/19/2016","16","12,877.140"
"04/19/2016","17","13,033.240"
"04/19/2016","18","13,321.510"
"04/19/2016","19","13,540.950"
"04/19/2016","20","13,863.600"
"04/19/2016","21","14,132.960"
"04/19/2016","22","13,249.120"
"04/19/2016","23","12,008.510"
"04/19/2016","24","11,354.510"
"04/20/2016","01","11,058.950"
"04/20/2016","02","10,933.130"
"04/20/2016","03","10,846.340"
"04/20/2016","04","10,832.000"
"04/20/2016","05","11,077.380"
"04/20/2016","06","11,401.980"
"04/20/2016","07","12,076.680"
"04/20/2016","08","12,964.790"
"04/20/2016","09","13,116.060"
"04/20/2016","10","13,013.190"
"04/20/2016","11","12,936.550"
"04/20/2016","12","12,833.070"
"04/20/2016","13","12,676.510"
"04/20/2016","14","12,652.610"
"04/20/2016","15","12,545.390"
"04/20/2016","16","12,508.660"
"04/20/2016","17","12,698.660"
"04/20/2016","18","13,043.720"
"04/20/2016","19","13,302.920"
"04/20/2016","20","13,652.060"
"04/20/2016","21","14,016.860"
"04/20/2016","22","13,212.480"
"04/20/2016","23","11,975.930"
"04/20/2016","24","10,850.870"
"04/21/2016","01","10,418.570"
"04/21/2016","02","10,286.990"
"04/21/2016","03","10,378.570"
"04/21/2016","04","10,389.350"
"04/21/2016","05","10,708.080"
"04/21/2016","06","11,294.790"
"04/21/2016","07","12,139.730"
"04/21/2016","08","13,047.400"
"04/21/2016","09","13,130.360"
"04/21/2016","10","13,083.480"
"04/21/2016","11","13,070.110"
"04/21/2016","12","13,004.060"
"04/21/2016","13","12,915.880"
"04/21/2016","14","12,937.280"
"04/21/2016","15","12,910.510"
"04/21/2016","16","12,914.260"
"04/21/2016","17","13,079.960"
"04/21/2016","18","13,294.000"
"04/21/2016","19","13,403.390"
"04/21/2016","20","13,677.440"
"04/21/2016","21","13,940.420"
"04/21/2016","22","13,117.820"
"04/21/2016","23","11,870.660"
"04/21/2016","24","10,760.640"
"04/22/2016","01","10,312.630"
"04/22/2016","02","10,038.400"
"04/22/2016","03","10,073.240"
"04/22/2016","04","10,158.230"
"04/22/2016","05","10,494.240"
"04/22/2016","06","10,974.420"
"04/22/2016","07","11,532.260"
"04/22/2016","08","12,666.450"
"04/22/2016","09","13,292.640"
"04/22/2016","10","13,525.640"
"04/22/2016","11","13,697.220"
"04/22/2016","12","13,700.760"
"04/22/2016","13","13,633.510"
"04/22/2016","14","13,750.520"
"04/22/2016","15","13,738.450"
"04/22/2016","16","13,769.190"
"04/22/2016","17","13,809.470"
"04/22/2016","18","13,846.770"
"04/22/2016","19","13,728.540"
"04/22/2016","20","13,818.320"
"04/22/2016","21","13,818.860"
"04/22/2016","22","13,076.410"
"04/22/2016","23","12,027.750"
"04/22/2016","24","10,965.070"
"04/23/2016","01","10,422.580"
"04/23/2016","02","10,190.840"
"04/23/2016","03","10,351.170"
"04/23/2016","04","10,272.580"
"04/23/2016","05","10,288.940"
"04/23/2016","06","10,179.680"
"04/23/2016","07","10,304.320"
"04/23/2016","08","10,823.910"
"04/23/2016","09","11,742.580"
"04/23/2016","10","12,333.120"
"04/23/2016","11","12,551.230"
"04/23/2016","12","12,457.140"
"04/23/2016","13","12,154.970"
"04/23/2016","14","11,775.700"
"04/23/2016","15","11,478.510"
"04/23/2016","16","11,419.890"
"04/23/2016","17","11,566.650"
"04/23/2016","18","11,889.090"
"04/23/2016","19","12,123.550"
"04/23/2016","20","12,345.080"
"04/23/2016","21","12,690.670"
"04/23/2016","22","12,145.240"
"04/23/2016","23","11,289.820"
"04/23/2016","24","10,366.640"
"04/24/2016","01","10,133.560"
"04/24/2016","02","10,334.200"
"04/24/2016","03","10,340.250"
"04/24/2016","04","10,248.180"
"04/24/2016","05","10,308.800"
"04/24/2016","06","10,527.530"
"04/24/2016","07","10,618.500"
"04/24/2016","08","11,059.300"
"04/24/2016","09","10,858.150"
"04/24/2016","10","11,011.010"
"04/24/2016","11","10,955.020"
"04/24/2016","12","10,956.510"
"04/24/2016","13","10,901.760"
"04/24/2016","14","10,763.720"
"04/24/2016","15","10,659.110"
"04/24/2016","16","10,771.420"
"04/24/2016","17","11,168.370"
"04/24/2016","18","11,841.460"
"04/24/2016","19","12,309.290"
"04/24/2016","20","12,796.350"
"04/24/2016","21","13,194.920"
"04/24/2016","22","12,406.940"
"04/24/2016","23","11,326.360"
"04/24/2016","24","10,295.610"
"04/25/2016","01","9,992.740"
"04/25/2016","02","10,153.210"
"04/25/2016","03","10,324.120"
"04/25/2016","04","10,458.360"
"04/25/2016","05","10,800.750"
"04/25/2016","06","11,313.440"
"04/25/2016","07","12,149.840"
"04/25/2016","08","13,278.600"
"04/25/2016","09","13,619.070"
"04/25/2016","10","13,672.740"
"04/25/2016","11","13,612.100"
"04/25/2016","12","13,459.970"
"04/25/2016","13","13,224.560"
"04/25/2016","14","13,205.940"
"04/25/2016","15","13,157.130"
"04/25/2016","16","13,152.840"
"04/25/2016","17","13,277.820"
"04/25/2016","18","13,552.670"
"04/25/2016","19","13,754.010"
"04/25/2016","20","14,062.430"
"04/25/2016","21","14,208.440"
"04/25/2016","22","13,257.510"
"04/25/2016","23","11,914.030"
"04/25/2016","24","10,993.770"
"04/26/2016","01","10,679.120"
"04/26/2016","02","10,687.240"
"04/26/2016","03","10,675.350"
"04/26/2016","04","10,655.390"
"04/26/2016","05","10,691.940"
"04/26/2016","06","11,273.500"
"04/26/2016","07","12,235.700"
"04/26/2016","08","13,494.620"
"04/26/2016","09","14,012.700"
"04/26/2016","10","14,322.400"
"04/26/2016","11","14,606.010"
"04/26/2016","12","14,763.050"
"04/26/2016","13","14,747.180"
"04/26/2016","14","14,689.550"
"04/26/2016","15","14,479.480"
"04/26/2016","16","14,383.920"
"04/26/2016","17","14,505.510"
"04/26/2016","18","14,815.460"
"04/26/2016","19","14,930.300"
"04/26/2016","20","15,029.640"
"04/26/2016","21","14,968.890"
"04/26/2016","22","14,018.880"
"04/26/2016","23","12,660.890"
"04/26/2016","24","11,877.470"
"04/27/2016","01","11,726.310"
"04/27/2016","02","11,395.210"
"04/27/2016","03","11,378.150"
"04/27/2016","04","11,462.960"
"04/27/2016","05","11,779.650"
"04/27/2016","06","12,200.650"
"04/27/2016","07","12,977.260"
"04/27/2016","08","13,805.320"
"04/27/2016","09","13,610.660"
"04/27/2016","10","13,309.540"
"04/27/2016","11","13,142.560"
"04/27/2016","12","13,022.680"
"04/27/2016","13","12,825.120"
"04/27/2016","14","12,759.960"
"04/27/2016","15","12,655.260"
"04/27/2016","16","12,595.040"
"04/27/2016","17","12,775.420"
"04/27/2016","18","13,138.400"
"04/27/2016","19","13,394.040"
"04/27/2016","20","13,728.960"
"04/27/2016","21","14,217.060"
"04/27/2016","22","13,420.580"
"04/27/2016","23","12,100.340"
"04/27/2016","24","11,362.610"
"04/28/2016","01","11,207.290"
"04/28/2016","02","10,872.040"
"04/28/2016","03","10,700.900"
"04/28/2016","04","10,720.080"
"04/28/2016","05","11,178.690"
"04/28/2016","06","11,801.130"
"04/28/2016","07","12,604.880"
"04/28/2016","08","13,462.890"
"04/28/2016","09","13,360.220"
"04/28/2016","10","13,160.700"
"04/28/2016","11","13,055.860"
"04/28/2016","12","12,934.220"
"04/28/2016","13","12,769.970"
"04/28/2016","14","12,810.340"
"04/28/2016","15","12,830.550"
"04/28/2016","16","12,879.960"
"04/28/2016","17","13,085.730"
"04/28/2016","18","13,382.230"
"04/28/2016","19","13,626.420"
"04/28/2016","20","14,013.770"
"04/28/2016","21","14,288.200"
"04/28/2016","22","13,457.590"
"04/28/2016","23","12,176.100"
"04/28/2016","24","11,370.630"
"04/29/2016","01","10,890.520"
"04/29/2016","02","10,626.630"
"04/29/2016","03","10,668.160"
"04/29/2016","04","10,688.110"
"04/29/2016","05","10,792.010"
"04/29/2016","06","11,014.650"
"04/29/2016","07","12,337.940"
"04/29/2016","08","13,350.850"
"04/29/2016","09","13,424.440"
"04/29/2016","10","13,294.370"
"04/29/2016","11","13,183.970"
"04/29/2016","12","13,013.980"
"04/29/2016","13","12,802.600"
"04/29/2016","14","12,697.150"
"04/29/2016","15","12,506.170"
"04/29/2016","16","12,433.240"
"04/29/2016","17","12,635.840"
"04/29/2016","18","12,877.830"
"04/29/2016","19","13,013.340"
"04/29/2016","20","13,311.240"
"04/29/2016","21","13,644.440"
"04/29/2016","22","13,026.290"
"04/29/2016","23","12,013.490"
"04/29/2016","24","10,957.150"
"04/30/2016","01","10,549.540"
"04/30/2016","02","10,359.090"
"04/30/2016","03","10,295.100"
"04/30/2016","04","10,229.960"
"04/30/2016","05","10,339.280"
"04/30/2016","06","10,671.040"
"04/30/2016","07","10,779.840"
"04/30/2016","08","11,077.510"
"04/30/2016","09","11,572.730"
"04/30/2016","10","11,678.930"
"04/30/2016","11","11,573.020"
"04/30/2016","12","11,451.610"
"04/30/2016","13","11,277.370"
"04/30/2016","14","11,129.790"
"04/30/2016","15","11,099.760"
"04/30/2016","16","11,167.400"
"04/30/2016","17","11,399.470"
"04/30/2016","18","11,711.020"
"04/30/2016","19","11,981.160"
"04/30/2016","20","12,242.970"
"04/30/2016","21","12,723.390"
"04/30/2016","22","12,259.940"
"04/30/2016","23","11,431.580"
"04/30/2016","24","10,519.240"
"05/01/2016","01","9,812.070"
"05/01/2016","02","9,558.750"
"05/01/2016","03","9,409.220"
"05/01/2016","04","9,337.900"
"05/01/2016","05","9,390.370"
"05/01/2016","06","9,601.080"
"05/01/2016","07","9,730.590"
"05/01/2016","08","10,335.990"
"05/01/2016","09","11,134.610"
"05/01/2016","10","11,736.100"
"05/01/2016","11","12,136.660"
"05/01/2016","12","12,408.030"
"05/01/2016","13","12,468.070"
"05/01/2016","14","12,439.980"
"05/01/2016","15","12,404.000"
"05/01/2016","16","12,506.160"
"05/01/2016","17","12,790.440"
"05/01/2016","18","13,255.180"
"05/01/2016","19","13,499.650"
"05/01/2016","20","13,707.680"
"05/01/2016","21","13,700.440"
"05/01/2016","22","12,827.190"
"05/01/2016","23","11,693.530"
"05/01/2016","24","10,625.500"
"05/02/2016","01","10,323.180"
"05/02/2016","02","10,151.300"
"05/02/2016","03","10,301.960"
"05/02/2016","04","10,518.330"
"05/02/2016","05","10,721.010"
"05/02/2016","06","11,352.440"
"05/02/2016","07","12,553.650"
"05/02/2016","08","13,737.800"
"05/02/2016","09","14,132.770"
"05/02/2016","10","14,332.410"
"05/02/2016","11","14,555.870"
"05/02/2016","12","14,677.990"
"05/02/2016","13","14,616.660"
"05/02/2016","14","14,493.580"
"05/02/2016","15","14,327.250"
"05/02/2016","16","14,128.080"
"05/02/2016","17","14,259.310"
"05/02/2016","18","14,523.410"
"05/02/2016","19","14,548.020"
"05/02/2016","20","14,564.160"
"05/02/2016","21","14,543.150"
"05/02/2016","22","13,617.780"
"05/02/2016","23","12,251.690"
"05/02/2016","24","11,140.340"
"05/03/2016","01","10,802.960"
"05/03/2016","02","10,614.390"
"05/03/2016","03","10,643.900"
"05/03/2016","04","10,674.160"
"05/03/2016","05","10,963.930"
"05/03/2016","06","11,467.280"
"05/03/2016","07","12,577.520"
"05/03/2016","08","13,697.030"
"05/03/2016","09","14,046.350"
"05/03/2016","10","14,142.920"
"05/03/2016","11","14,125.820"
"05/03/2016","12","14,210.820"
"05/03/2016","13","14,122.450"
"05/03/2016","14","14,069.300"
"05/03/2016","15","13,930.530"
"05/03/2016","16","13,875.450"
"05/03/2016","17","14,015.670"
"05/03/2016","18","14,238.680"
"05/03/2016","19","14,331.490"
"05/03/2016","20","14,456.620"
"05/03/2016","21","14,520.070"
"05/03/2016","22","13,634.990"
"05/03/2016","23","12,266.980"
"05/03/2016","24","11,178.760"
"05/04/2016","01","10,953.150"
"05/04/2016","02","10,656.440"
"05/04/2016","03","10,668.360"
"05/04/2016","04","10,660.710"
"05/04/2016","05","10,925.410"
"05/04/2016","06","11,242.430"
"05/04/2016","07","12,502.310"
"05/04/2016","08","13,642.400"
"05/04/2016","09","13,934.130"
"05/04/2016","10","14,039.020"
"05/04/2016","11","14,200.780"
"05/04/2016","12","14,207.370"
"05/04/2016","13","14,090.030"
"05/04/2016","14","14,099.340"
"05/04/2016","15","14,019.860"
"05/04/2016","16","14,024.990"
"05/04/2016","17","14,236.210"
"05/04/2016","18","14,563.940"
"05/04/2016","19","14,745.270"
"05/04/2016","20","14,849.080"
"05/04/2016","21","14,780.100"
"05/04/2016","22","13,838.710"
"05/04/2016","23","12,482.360"
"05/04/2016","24","11,309.000"
"05/05/2016","01","11,021.990"
"05/05/2016","02","11,040.340"
"05/05/2016","03","10,889.580"
"05/05/2016","04","10,867.130"
"05/05/2016","05","10,928.440"
"05/05/2016","06","11,567.780"
"05/05/2016","07","12,734.510"
"05/05/2016","08","13,912.670"
"05/05/2016","09","14,235.050"
"05/05/2016","10","14,341.170"
"05/05/2016","11","14,446.130"
"05/05/2016","12","14,434.770"
"05/05/2016","13","14,292.760"
"05/05/2016","14","14,284.970"
"05/05/2016","15","14,205.230"
"05/05/2016","16","14,187.380"
"05/05/2016","17","14,306.090"
"05/05/2016","18","14,502.260"
"05/05/2016","19","14,574.790"
"05/05/2016","20","14,678.020"
"05/05/2016","21","14,685.360"
"05/05/2016","22","13,814.130"
"05/05/2016","23","12,509.500"
"05/05/2016","24","11,806.490"
"05/06/2016","01","11,310.510"
"05/06/2016","02","11,134.480"
"05/06/2016","03","11,066.160"
"05/06/2016","04","11,102.320"
"05/06/2016","05","11,118.500"
"05/06/2016","06","11,503.240"
"05/06/2016","07","12,488.560"
"05/06/2016","08","13,512.410"
"05/06/2016","09","13,756.800"
"05/06/2016","10","13,796.620"
"05/06/2016","11","13,662.980"
"05/06/2016","12","13,460.090"
"05/06/2016","13","13,154.490"
"05/06/2016","14","13,137.420"
"05/06/2016","15","13,072.740"
"05/06/2016","16","13,079.040"
"05/06/2016","17","13,201.970"
"05/06/2016","18","13,419.580"
"05/06/2016","19","13,529.310"
"05/06/2016","20","13,652.450"
"05/06/2016","21","13,776.670"
"05/06/2016","22","13,174.680"
"05/06/2016","23","12,146.970"
"05/06/2016","24","11,042.430"
"05/07/2016","01","10,500.980"
"05/07/2016","02","10,229.370"
"05/07/2016","03","10,151.850"
"05/07/2016","04","10,152.730"
"05/07/2016","05","10,225.470"
"05/07/2016","06","10,366.150"
"05/07/2016","07","10,359.460"
"05/07/2016","08","11,237.180"
"05/07/2016","09","12,142.300"
"05/07/2016","10","12,683.290"
"05/07/2016","11","12,861.500"
"05/07/2016","12","12,833.280"
"05/07/2016","13","12,604.000"
"05/07/2016","14","12,374.820"
"05/07/2016","15","12,242.280"
"05/07/2016","16","12,216.790"
"05/07/2016","17","12,318.160"
"05/07/2016","18","12,502.010"
"05/07/2016","19","12,652.360"
"05/07/2016","20","12,834.710"
"05/07/2016","21","13,077.350"
"05/07/2016","22","12,583.660"
"05/07/2016","23","11,712.050"
"05/07/2016","24","10,765.170"
"05/08/2016","01","10,526.100"
"05/08/2016","02","10,311.100"
"05/08/2016","03","10,022.330"
"05/08/2016","04","9,889.300"
"05/08/2016","05","9,907.650"
"05/08/2016","06","10,058.310"
"05/08/2016","07","10,386.860"
"05/08/2016","08","10,641.760"
"05/08/2016","09","11,443.510"
"05/08/2016","10","11,905.490"
"05/08/2016","11","12,344.270"
"05/08/2016","12","12,454.620"
"05/08/2016","13","12,380.990"
"05/08/2016","14","11,971.120"
"05/08/2016","15","11,554.930"
"05/08/2016","16","11,252.470"
"05/08/2016","17","11,369.080"
"05/08/2016","18","11,738.820"
"05/08/2016","19","12,095.720"
"05/08/2016","20","12,465.820"
"05/08/2016","21","13,071.300"
"05/08/2016","22","12,539.950"
"05/08/2016","23","11,500.420"
"05/08/2016","24","10,439.110"
"05/09/2016","01","10,070.660"
"05/09/2016","02","9,917.620"
"05/09/2016","03","10,008.440"
"05/09/2016","04","10,063.360"
"05/09/2016","05","10,274.480"
"05/09/2016","06","11,122.520"
"05/09/2016","07","12,291.940"
"05/09/2016","08","13,313.820"
"05/09/2016","09","13,379.460"
"05/09/2016","10","13,238.460"
"05/09/2016","11","13,198.530"
"05/09/2016","12","13,154.000"
"05/09/2016","13","13,050.790"
"05/09/2016","14","13,028.860"
"05/09/2016","15","12,863.340"
"05/09/2016","16","12,817.200"
"05/09/2016","17","12,993.060"
"05/09/2016","18","13,298.720"
"05/09/2016","19","13,526.300"
"05/09/2016","20","13,727.060"
"05/09/2016","21","14,153.440"
"05/09/2016","22","13,419.590"
"05/09/2016","23","12,035.000"
"05/09/2016","24","10,785.160"
"05/10/2016","01","10,442.370"
"05/10/2016","02","10,405.050"
"05/10/2016","03","10,236.180"
"05/10/2016","04","10,253.440"
"05/10/2016","05","10,586.570"
"05/10/2016","06","11,094.700"
"05/10/2016","07","12,309.450"
"05/10/2016","08","13,187.400"
"05/10/2016","09","13,134.830"
"05/10/2016","10","13,017.510"
"05/10/2016","11","13,021.590"
"05/10/2016","12","13,024.230"
"05/10/2016","13","12,973.170"
"05/10/2016","14","13,013.130"
"05/10/2016","15","13,003.110"
"05/10/2016","16","13,023.320"
"05/10/2016","17","13,243.770"
"05/10/2016","18","13,518.570"
"05/10/2016","19","13,611.200"
"05/10/2016","20","13,756.440"
"05/10/2016","21","14,169.430"
"05/10/2016","22","13,445.290"
"05/10/2016","23","12,017.210"
"05/10/2016","24","10,844.630"
"05/11/2016","01","10,486.180"
"05/11/2016","02","10,139.130"
"05/11/2016","03","10,094.640"
"05/11/2016","04","10,110.060"
"05/11/2016","05","10,147.680"
"05/11/2016","06","10,755.320"
"05/11/2016","07","12,044.780"
"05/11/2016","08","13,019.280"
"05/11/2016","09","13,131.360"
"05/11/2016","10","13,148.540"
"05/11/2016","11","13,218.770"
"05/11/2016","12","13,226.480"
"05/11/2016","13","13,197.980"
"05/11/2016","14","13,279.790"
"05/11/2016","15","13,303.460"
"05/11/2016","16","13,378.650"
"05/11/2016","17","13,584.030"
"05/11/2016","18","13,806.480"
"05/11/2016","19","13,882.840"
"05/11/2016","20","13,954.760"
"05/11/2016","21","14,344.600"
"05/11/2016","22","13,581.940"
"05/11/2016","23","12,143.750"
"05/11/2016","24","10,851.690"
"05/12/2016","01","10,005.400"
"05/12/2016","02","9,817.490"
"05/12/2016","03","9,603.850"
"05/12/2016","04","9,551.990"
"05/12/2016","05","9,791.170"
"05/12/2016","06","10,325.850"
"05/12/2016","07","11,823.410"
"05/12/2016","08","12,891.420"
"05/12/2016","09","13,143.760"
"05/12/2016","10","13,248.220"
"05/12/2016","11","13,373.170"
"05/12/2016","12","13,440.400"
"05/12/2016","13","13,458.190"
"05/12/2016","14","13,571.210"
"05/12/2016","15","13,613.330"
"05/12/2016","16","13,708.410"
"05/12/2016","17","13,920.240"
"05/12/2016","18","14,100.370"
"05/12/2016","19","14,071.800"
"05/12/2016","20","14,098.740"
"05/12/2016","21","14,457.560"
"05/12/2016","22","13,714.410"
"05/12/2016","23","12,296.280"
"05/12/2016","24","10,973.750"
"05/13/2016","01","10,302.790"
"05/13/2016","02","10,114.710"
"05/13/2016","03","10,210.540"
"05/13/2016","04","10,137.940"
"05/13/2016","05","10,027.690"
"05/13/2016","06","10,754.800"
"05/13/2016","07","11,756.680"
"05/13/2016","08","12,896.860"
"05/13/2016","09","13,431.440"
"05/13/2016","10","13,752.660"
"05/13/2016","11","13,979.990"
"05/13/2016","12","14,110.120"
"05/13/2016","13","14,193.230"
"05/13/2016","14","14,307.500"
"05/13/2016","15","14,259.370"
"05/13/2016","16","14,231.590"
"05/13/2016","17","14,243.880"
"05/13/2016","18","14,234.740"
"05/13/2016","19","14,107.520"
"05/13/2016","20","14,032.910"
"05/13/2016","21","14,008.840"
"05/13/2016","22","13,322.660"
"05/13/2016","23","12,222.260"
"05/13/2016","24","11,216.190"
"05/14/2016","01","10,677.940"
"05/14/2016","02","10,502.740"
"05/14/2016","03","10,414.050"
"05/14/2016","04","10,275.610"
"05/14/2016","05","10,295.990"
"05/14/2016","06","10,509.140"
"05/14/2016","07","10,759.410"
"05/14/2016","08","11,271.540"
"05/14/2016","09","11,514.260"
"05/14/2016","10","11,899.110"
"05/14/2016","11","12,047.370"
"05/14/2016","12","12,070.940"
"05/14/2016","13","12,004.820"
"05/14/2016","14","11,944.730"
"05/14/2016","15","11,955.820"
"05/14/2016","16","12,104.480"
"05/14/2016","17","12,320.950"
"05/14/2016","18","12,530.790"
"05/14/2016","19","12,593.210"
"05/14/2016","20","12,681.550"
"05/14/2016","21","13,026.690"
"05/14/2016","22","12,528.940"
"05/14/2016","23","11,602.400"
"05/14/2016","24","10,833.180"
"05/15/2016","01","10,079.980"
"05/15/2016","02","9,606.610"
"05/15/2016","03","9,569.080"
"05/15/2016","04","9,574.320"
"05/15/2016","05","9,631.770"
"05/15/2016","06","9,686.700"
"05/15/2016","07","10,013.550"
"05/15/2016","08","9,901.910"
"05/15/2016","09","10,549.700"
"05/15/2016","10","11,108.620"
"05/15/2016","11","11,352.060"
"05/15/2016","12","11,391.300"
"05/15/2016","13","11,446.290"
"05/15/2016","14","11,440.170"
"05/15/2016","15","11,542.810"
"05/15/2016","16","11,721.290"
"05/15/2016","17","12,018.380"
"05/15/2016","18","12,379.150"
"05/15/2016","19","12,599.960"
"05/15/2016","20","12,786.780"
"05/15/2016","21","13,117.910"
"05/15/2016","22","12,465.470"
"05/15/2016","23","11,347.870"
"05/15/2016","24","10,311.870"
"05/16/2016","01","10,084.050"
"05/16/2016","02","9,859.490"
"05/16/2016","03","9,706.570"
"05/16/2016","04","9,741.510"
"05/16/2016","05","10,115.930"
"05/16/2016","06","11,031.100"
"05/16/2016","07","12,149.040"
"05/16/2016","08","13,219.310"
"05/16/2016","09","13,514.450"
"05/16/2016","10","13,661.460"
"05/16/2016","11","13,640.390"
"05/16/2016","12","13,486.610"
"05/16/2016","13","13,296.450"
"05/16/2016","14","13,217.510"
"05/16/2016","15","13,048.200"
"05/16/2016","16","12,975.630"
"05/16/2016","17","13,145.110"
"05/16/2016","18","13,485.450"
"05/16/2016","19","13,729.920"
"05/16/2016","20","13,842.360"
"05/16/2016","21","14,177.680"
"05/16/2016","22","13,487.900"
"05/16/2016","23","12,125.220"
"05/16/2016","24","10,891.920"
"05/17/2016","01","10,474.170"
"05/17/2016","02","10,427.770"
"05/17/2016","03","10,551.870"
"05/17/2016","04","10,532.390"
"05/17/2016","05","10,704.850"
"05/17/2016","06","11,394.640"
"05/17/2016","07","12,314.400"
"05/17/2016","08","13,535.350"
"05/17/2016","09","13,826.140"
"05/17/2016","10","13,831.710"
"05/17/2016","11","13,569.700"
"05/17/2016","12","13,400.520"
"05/17/2016","13","13,328.060"
"05/17/2016","14","13,474.160"
"05/17/2016","15","13,552.940"
"05/17/2016","16","13,523.480"
"05/17/2016","17","13,532.180"
"05/17/2016","18","13,694.090"
"05/17/2016","19","13,753.780"
"05/17/2016","20","13,799.910"
"05/17/2016","21","14,091.630"
"05/17/2016","22","13,434.450"
"05/17/2016","23","12,044.270"
"05/17/2016","24","10,798.600"
"05/18/2016","01","10,430.330"
"05/18/2016","02","10,326.420"
"05/18/2016","03","10,176.640"
"05/18/2016","04","10,365.680"
"05/18/2016","05","10,172.860"
"05/18/2016","06","10,600.140"
"05/18/2016","07","11,848.740"
"05/18/2016","08","12,894.830"
"05/18/2016","09","13,112.940"
"05/18/2016","10","13,178.820"
"05/18/2016","11","13,264.690"
"05/18/2016","12","13,096.150"
"05/18/2016","13","12,995.270"
"05/18/2016","14","13,066.060"
"05/18/2016","15","13,006.970"
"05/18/2016","16","13,020.190"
"05/18/2016","17","13,223.500"
"05/18/2016","18","13,500.000"
"05/18/2016","19","13,604.010"
"05/18/2016","20","13,681.600"
"05/18/2016","21","14,011.640"
"05/18/2016","22","13,384.330"
"05/18/2016","23","12,037.720"
"05/18/2016","24","10,761.290"
"05/19/2016","01","10,101.920"
"05/19/2016","02","10,010.040"
"05/19/2016","03","10,065.910"
"05/19/2016","04","9,991.420"
"05/19/2016","05","10,247.060"
"05/19/2016","06","10,625.150"
"05/19/2016","07","11,870.450"
"05/19/2016","08","13,016.010"
"05/19/2016","09","13,315.660"
"05/19/2016","10","13,433.560"
"05/19/2016","11","13,496.260"
"05/19/2016","12","13,472.770"
"05/19/2016","13","13,408.300"
"05/19/2016","14","13,533.170"
"05/19/2016","15","13,542.180"
"05/19/2016","16","13,581.820"
"05/19/2016","17","13,692.710"
"05/19/2016","18","13,775.280"
"05/19/2016","19","13,731.660"
"05/19/2016","20","13,769.440"
"05/19/2016","21","14,034.080"
"05/19/2016","22","13,375.720"
"05/19/2016","23","12,034.310"
"05/19/2016","24","10,795.480"
"05/20/2016","01","10,217.000"
"05/20/2016","02","10,058.670"
"05/20/2016","03","10,108.490"
"05/20/2016","04","10,067.080"
"05/20/2016","05","10,301.140"
"05/20/2016","06","10,959.510"
"05/20/2016","07","12,040.990"
"05/20/2016","08","12,825.690"
"05/20/2016","09","13,122.410"
"05/20/2016","10","13,246.320"
"05/20/2016","11","13,354.980"
"05/20/2016","12","13,387.170"
"05/20/2016","13","13,387.790"
"05/20/2016","14","13,445.440"
"05/20/2016","15","13,422.060"
"05/20/2016","16","13,430.060"
"05/20/2016","17","13,530.030"
"05/20/2016","18","13,598.520"
"05/20/2016","19","13,529.670"
"05/20/2016","20","13,416.980"
"05/20/2016","21","13,638.450"
"05/20/2016","22","13,192.800"
"05/20/2016","23","12,081.900"
"05/20/2016","24","10,916.720"
"05/21/2016","01","10,132.120"
"05/21/2016","02","9,896.140"
"05/21/2016","03","9,969.750"
"05/21/2016","04","9,816.240"
"05/21/2016","05","9,861.900"
"05/21/2016","06","10,012.630"
"05/21/2016","07","10,363.730"
"05/21/2016","08","10,713.740"
"05/21/2016","09","11,426.580"
"05/21/2016","10","11,937.180"
"05/21/2016","11","12,277.620"
"05/21/2016","12","12,439.820"
"05/21/2016","13","12,466.900"
"05/21/2016","14","12,345.850"
"05/21/2016","15","12,169.130"
"05/21/2016","16","12,069.000"
"05/21/2016","17","12,168.990"
"05/21/2016","18","12,391.390"
"05/21/2016","19","12,463.950"
"05/21/2016","20","12,513.400"
"05/21/2016","21","12,768.810"
"05/21/2016","22","12,337.940"
"05/21/2016","23","11,461.620"
"05/21/2016","24","10,476.370"
"05/22/2016","01","9,977.720"
"05/22/2016","02","10,005.760"
"05/22/2016","03","9,773.950"
"05/22/2016","04","9,647.170"
"05/22/2016","05","9,649.820"
"05/22/2016","06","9,719.260"
"05/22/2016","07","9,787.280"
"05/22/2016","08","10,257.120"
"05/22/2016","09","10,989.800"
"05/22/2016","10","11,610.010"
"05/22/2016","11","11,935.480"
"05/22/2016","12","11,986.740"
"05/22/2016","13","11,966.230"
"05/22/2016","14","11,752.960"
"05/22/2016","15","11,709.170"
"05/22/2016","16","11,768.440"
"05/22/2016","17","12,057.810"
"05/22/2016","18","12,525.630"
